item_no,series,product_name,material,size,packing,gross_weight,cbm,pdf_page,image,confidence
140402,Labor Protection Series,Cowhide,,"14""/240G",,14.5,0.0529,73,images/p073_c0_0.png,high
140301,Labor Protection Series,Din3/9-13,,90X35MM,12/1,8.8,0.753,74,images/p074_c1_3.png,high
140302,Labor Protection Series,Welding Helmet,Abs,108X50MM,,13,0.11,74,images/p074_c2_5.png,high
141201,Labor Protection Series,C6H6,,,50/1,9.5,0.068,74,images/p074_c2_4.png,high
141202,Labor Protection Series,C6H6,,,50/1,14.5,0.108,74,images/p074_c0_1.png,high
141901,Labor Protection Series,EarDefenders,Abs+pu,,,10,0.116,74,images/p074_c0_0.png,high
141906,Labor Protection Series,Ear Plug,,,,,0.09,74,images/p074_c1_2.png,high
140201,Labor Protection Series,PRODUCT PARAMETER,,100X35MM,48/1,11,0.078,75,images/p075_c2_4.png,high
140202,Labor Protection Series,Weldling Safety Goggles,Abs,100X35MM,48/12,,0.036,75,images/p075_c1_2.png,high
140303,Labor Protection Series,Welding Helmet,Abs,108X50MM,,14,0.1,75,images/p075_c0_0.png,high
140501,Labor Protection Series,5362 CM HIGH QUAUTY PE,,,,,0.067,75,images/p075_c0_1.png,high
140502,Labor Protection Series,5362 CM HIGH QUALITY PE,,,,,0.067,75,images/p075_c1_3.png,high
140504,Labor Protection Series,5362 CM  HIGH QUALITY PE,,,20/1,,0.067,75,images/p075_c2_5.png,high
140307,Labor Protection Series,INDUSTRIAL,,,,30,0.13,76,images/p076_c1_3.png,high
140308,Labor Protection Series,INDUSTRIAL,,,,30,0.13,76,images/p076_c1_2.png,high
140309,Labor Protection Series,INDUSTRIAL,,,,30,0.13,76,images/p076_c2_4.png,high
140310,Labor Protection Series,INDUSTRIAL,,,,30,0.13,76,images/p076_c0_1.png,high
140505,Labor Protection Series,5362 CM HIGH QUALTY PE,,,,,0.067,76,images/p076_c0_0.png,high
141139,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,39,0.077,77,images/p077_c2_4.png,high
141140,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,40,0.077,77,images/p077_c2_4.png,high
141141,Labor Protection Series,Anti Puncture,Steel Bottom,,,41,0.087,77,images/p077_c2_4.png,high
141142,Labor Protection Series,Anti Puncture,Steel Bottom,,,42,0.087,77,images/p077_c2_4.png,high
141143,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,43,0.088,77,images/p077_c2_4.png,high
141144,Labor Protection Series,Anti Puncture,Steel Bottom,,,44,0.11,77,images/p077_c2_4.png,high
141145,Labor Protection Series,Anti Puncture,Steel Bottom,,,45,0.11,77,images/p077_c2_4.png,high
142039,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,39,0.077,77,images/p077_c0_0.png,high
142040,Labor Protection Series,Anti Puncture,Steel Bottom,,,40,0.077,77,images/p077_c0_0.png,high
142041,Labor Protection Series,Anti Puncture,Steel Bottom,,,41,0.087,77,images/p077_c0_0.png,high
142042,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,42,0.087,77,images/p077_c0_0.png,high
142043,Labor Protection Series,Anti Puncture,Steel Bottom,,10/1,43,0.088,77,images/p077_c0_0.png,high
142044,Labor Protection Series,Anti Puncture,Steel Bottom,,,44,0.11,77,images/p077_c0_0.png,high
142045,Labor Protection Series,Anti Puncture,Steel Bottom,,,45,0.11,77,images/p077_c0_0.png,high
142139,Labor Protection Series,UNSEUP,,,10/1,39,0.077,77,images/p077_c0_1.png,high
142140,Labor Protection Series,UNSEUP,,,10/1,40,0.077,77,images/p077_c0_1.png,high
142141,Labor Protection Series,UNSEUP,,,10/1,41,0.087,77,images/p077_c0_1.png,high
142142,Labor Protection Series,UNSEUP,,,10/1,42,0.087,77,images/p077_c0_1.png,high
142143,Labor Protection Series,UNSEUP,,,10/1,43,0.088,77,images/p077_c0_1.png,high
142144,Labor Protection Series,UNSEUP,,,10/1,44,0.11,77,images/p077_c0_1.png,high
142145,Labor Protection Series,UNSEUP,,,10/1,45,0.11,77,images/p077_c0_1.png,high
142239,Labor Protection Series,Safety Boots,,,10/1,39,0.077,77,images/p077_c1_3.png,high
142240,Labor Protection Series,Safety Boots,,,10/1,40,0.077,77,images/p077_c1_3.png,high
142241,Labor Protection Series,Safety Boots,,,10/1,41,0.087,77,images/p077_c1_3.png,high
142242,Labor Protection Series,Safety Boots,,,10/1,42,0.087,77,images/p077_c1_3.png,high
142243,Labor Protection Series,Safety Boots,,,10/1,43,0.088,77,images/p077_c1_3.png,high
142244,Labor Protection Series,Safety Boots,,,10/1,44,0.11,77,images/p077_c1_3.png,high
142245,Labor Protection Series,Safety Boots,,,10/1,45,0.11,77,images/p077_c1_3.png,high
142339,Labor Protection Series,Waterproof,,,,39,0.077,77,images/p077_c2_5.png,high
142340,Labor Protection Series,Waterproof,,,,40,0.077,77,images/p077_c2_5.png,high
142341,Labor Protection Series,Waterproof,,,,41,0.087,77,images/p077_c2_5.png,high
142342,Labor Protection Series,Waterproof,,,,42,0.087,77,images/p077_c2_5.png,high
142343,Labor Protection Series,Waterproof,,,,43,0.088,77,images/p077_c2_5.png,high
142344,Labor Protection Series,Waterproof,,,,44,0.11,77,images/p077_c2_5.png,high
142345,Labor Protection Series,Waterproof,,,,45,0.11,77,images/p077_c2_5.png,high
121905,Labor Protection Series,StyLE,,5X8MM*5M,,80,0.09,78,images/p078_c2_5.png,high
121910,Labor Protection Series,StyLE,,5X8MM*10M,,40,0.09,78,images/p078_c2_5.png,high
121915,Labor Protection Series,StyLE,,5X8MM*15M,,25,0.08,78,images/p078_c2_5.png,high
141301,Labor Protection Series,Safety Harness,,45MM,,,0.057,78,images/p078_c0_1.png,high
141302,Labor Protection Series,Safety Harness,,45MM,,,0.057,78,images/p078_c1_3.png,high
141840,Labor Protection Series,Rain Boots,,,,40,0.043,78,images/p078_c0_0.png,high
141841,Labor Protection Series,6 PAIRS,,,,41,0.043,78,images/p078_c0_0.png,high
141842,Labor Protection Series,6 PAIRS,,,,42,0.043,78,images/p078_c0_0.png,high
141843,Labor Protection Series,6 PAIRS,,,,43,0.043,78,images/p078_c0_0.png,high
141844,Labor Protection Series,6 PAIRS,,,,44,0.0488,78,images/p078_c0_0.png,high
141845,Labor Protection Series,6 PAIRS,,,,45,0.0488,78,images/p078_c0_0.png,high
051801,Decoration Series,Wheel Barrow,,,,17,0.034,80,images/p080_c1_2.png,high
051901,Decoration Series,150/300Kgs,,,,7.5,0.035,80,images/p080_c2_5.png,high
051902,Decoration Series,150/300Kgs,,,,8.5,0.042,80,images/p080_c2_5.png,high
051906,Decoration Series,useup,,,4/1,13.5,0.054,80,images/p080_c1_3.png,high
051907,Decoration Series,50 Kgs,,,,13.5,0.065,80,images/p080_c0_1.png,high
051910,Decoration Series,INDUSTRIAL,,,,70,0.066,80,images/p080_c2_4.png,high
141702,Decoration Series,Safety Ladder,,,4/1,18.5,0.124,80,images/p080_c0_0.png,high
141703,Decoration Series,2 STEPS,,,4/1,25.5,0.158,80,images/p080_c0_0.png,high
141704,Decoration Series,3STEPS,,,4/1,33,0.191,80,images/p080_c0_0.png,high
141705,Decoration Series,4 STEPS,,,2/1,20.5,0.11,80,images/p080_c0_0.png,high
141706,Decoration Series,5 STEPS,,,2/1,24,0.126,80,images/p080_c0_0.png,high
110101,Garden Series,uiseup,,"8""/200MM",,18.7,0.042,81,images/p081_c0_0.png,high
110102,Garden Series,Pruning Shears,Cr-V,7.5/185MM,,11.6,0.037,81,images/p081_c1_2.png,high
110103,Garden Series,wseup,,"8""/200MM",60/6,18.9,0.033,81,images/p081_c2_4.png,high
110104,Garden Series,wseup,,"10""/250MM",48/6,24.2,0.039,81,images/p081_c2_4.png,high
110106,Garden Series,Sk-5,,"8""/200MM",72/6,22.3,0.056,81,images/p081_c0_1.png,high
110107,Garden Series,3cr13,,"7""/175MM",,20,0.065,81,images/p081_c1_3.png,high
110108,Garden Series,3cr13,,"7""/175MM",,20,0.065,81,images/p081_c2_5.png,high
020501,Garden Series,Fence Cutter,Cr-v,"10""/200MM",,22.5,0.037,82,images/p082_c0_1.png,high
020502,Garden Series,Adjustable,,12'/300MM,12/1,16,0.035,82,images/p082_c1_3.png,high
020503,Garden Series,Adjustable,,"12""/300MM",,32.5,0.084,82,images/p082_c2_5.png,high
110109,Garden Series,Industrial,,"9""225MM",60/6,17.6,0.039,82,images/p082_c0_0.png,high
110110,Garden Series,Pruning Shears,Cr-v,8.5/210MM,72/6,21,0.056,82,images/p082_c1_2.png,high
020504,Garden Series,Sk-5,,31'/765MM,,19,0.034,83,images/p083_c0_0.png,high
020505,Garden Series,Garden Scissors,,"39""/980MM",12/1,21,0.048,83,images/p083_c1_2.png,high
020506,Garden Series,Garden Scissors,,"38""/940MM",12/1,20.2,0.048,83,images/p083_c2_4.png,high
020507,Garden Series,Mini Type Fence Cutter,Cr-V,20°/480MM,,10,0.022,83,images/p083_c0_1.png,high
110901,Garden Series,WRSCUP,,1/2*/12.5MM,48/12,8.5,0.071,83,images/p083_c1_3.png,high
110902,Garden Series,Skin Card,,"1/2""/12.5MM",48/12,10,0.088,83,images/p083_c2_5.png,high
110903,Garden Series,SCUP,,"3/4""-12.5MM",,7.5,0.079,84,images/p084_c0_0.png,high
110905,Garden Series,,Abs,"1/2""&3/4""",,240,0.057,84,images/p084_c1_2.png,low
110906,Garden Series,URSEUP,,"1/2""12.5MM",48/12,4.4,0.0334,84,images/p084_c2_4.png,high
110907,Garden Series,TA CIRCLE,,"11""/280MM",,9.2,0.074,84,images/p084_c0_1.png,high
110909,Garden Series,THREE WAY HOSE COUPLING,,"1/2""",,240,0.086,84,images/p084_c1_3.png,high
110910,Garden Series,THREE WAY HOSE COUPLING,,"1/2""",,240,0.053,84,images/p084_c2_5.png,high
110911,Garden Series,THREE WAY HOSE COUPLING,,"1/2""",,240,0.086,85,images/p085_c0_0.png,high
110912,Garden Series,THREE WAY HOSE COUPLING,,"1/2""",,240,0.052,85,images/p085_c1_2.png,high
110913,Garden Series,THREE WAY HOSE COUPLING,,"1/2""& 3/4",,240,0.057,85,images/p085_c2_4.png,high
111315,Garden Series,Water,,,,,0.04,85,images/p085_c0_1.png,high
111320,Garden Series,Air Hose Reel,,,,7.5,0.04,85,images/p085_c2_5.png,high
111330,Garden Series,Water,HOSE MATERIAL-PVC,"30M+2M-1/2""",,13,0.07,85,images/p085_c1_3.png,high
110701,Garden Series,UISEUP,,,,2.5,0.036,86,images/p086_c0_1.png,high
110702,Garden Series,sprayer,,,6/1,4.4,0.03,86,images/p086_c0_0.png,high
110703,Garden Series,aasm,,,,12,0.03,86,images/p086_c1_2.png,high
110716,Garden Series,16L BATTERY,,,,6.8,0.035,86,images/p086_c1_3.png,high
110720,Garden Series,20L BATTERY,,,,6.8,0.035,86,images/p086_c2_5.png,high
111001,Garden Series,EASY ASSEMBLY WITHOUT TOOLSWITH 2 WHEEL,,"1/2""-13MM",5/1,11,0.097,86,images/p086_c2_4.png,high
110401,Garden Series,Shovel,Steel+fiberglass,,6/1,12,0.01,88,images/p088_c2_5.png,high
111101,Garden Series,Stainless Transplanter,Stainless Steel,33X8.2CM,48/12,12.5,0.035,88,images/p088_c0_0.png,high
111102,Garden Series,Stainless Transplanter,Stainless Steel,32.8X8CM,48/12,13.8,0.035,88,images/p088_c1_2.png,high
111103,Garden Series,UISEUP,,30.8X7.5CM,48/12,10.5,0.028,88,images/p088_c2_4.png,high
111104,Garden Series,Stainless Cultivator,Stainless Steel,31.5X8.5CM,48/12,13.8,0.041,88,images/p088_c0_1.png,high
111105,Garden Series,WSCUP,,32.5X18.9CM,48/12,17.8,0.07,88,images/p088_c1_3.png,high
110402,Decoration Series,NOT EASILY DAMAGED,,,6/1,13,0.01,89,images/p089_c0_0.png,high
110403,Decoration Series,NOT EASILY DAMAGED,,,6/1,13,0.013,89,images/p089_c1_2.png,high
110404,Decoration Series,NOT EASILY DAMAGED,,,6/1,14,0.015,89,images/p089_c2_4.png,high
110405,Decoration Series,Shovel Head,Steel,,,13,0.01,89,images/p089_c0_1.png,high
110802,Decoration Series,AND RAKING THE GROUND IN LARGE AREAS,,,,13,0.029,89,images/p089_c1_3.png,high
110803,Decoration Series,12 TEETH,,,24/1,15,0.033,89,images/p089_c1_3.png,high
141726,Decoration Series,Safety Ladder,Aluminum,,,18.5,0.124,89,images/p089_c2_5.png,high
141732,Decoration Series,2.6M,,,,24,0.126,89,images/p089_c2_6.png,high
130602,Decoration Series,wiscup,,"3""/75MM",48/12,14.5,0.044,90,images/p090_c1_2.png,high
130603,Decoration Series,wiscup,,4'/100MM,48/6,24.5,0.077,90,images/p090_c1_2.png,high
130604,Decoration Series,wiscup,,"5""/125MM",24/6,17,0.074,90,images/p090_c1_2.png,high
130607,Decoration Series,wIscup,,"3""/75MM",48/12,12,0.041,90,images/p090_c0_0.png,high
130608,Decoration Series,wIscup,,"4""/100MM",48/6,22,0.046,90,images/p090_c0_0.png,high
130609,Decoration Series,wIscup,,"5""/125MM",,15,0.07,90,images/p090_c0_0.png,high
130611,Decoration Series,1PC CIRCULAR BRUSH 2(25MIM),,,,15.2,0.081,90,images/p090_c1_3.png,high
130612,Decoration Series,WISCUP,,,,18,0.081,90,images/p090_c2_5.png,high
130801,Decoration Series,"15ROWS,1ROW,6GROUPS",,"11""/275MM",,16.8,0.053,90,images/p090_c2_4.png,high
130901,Decoration Series,"15ROWS,1ROW,6GROUPS",,"10""/250MM",72/12,17,0.049,90,images/p090_c0_1.png,high
190102,Decoration Series,PSEPO,,32MM,120/6,12.5,0.009,91,images/p091_c0_0.png,high
190103,Decoration Series,PSEPO,,38MM,120/6,18.9,0.012,91,images/p091_c0_0.png,high
190104,Decoration Series,PSEPO,,50MM,60/6,18.5,0.012,91,images/p091_c0_0.png,high
190105,Decoration Series,PSEPO,,63MM,36/6,19,0.011,91,images/p091_c0_0.png,high
190106,Decoration Series,PSEPO,,75MM,,17.9,0.01,91,images/p091_c0_0.png,high
190202,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,25MM,120/12,10.6,0.035,91,images/p091_c1_2.png,high
190203,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,30MM,,14.5,0.035,91,images/p091_c1_2.png,high
190204,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,40MM,60/12,22.2,0.038,91,images/p091_c1_2.png,high
190205,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,50MM,36/6,18.8,0.028,91,images/p091_c1_2.png,high
190206,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,63MM,,14.5,0.018,91,images/p091_c1_2.png,high
190207,Decoration Series,SATETY EVELYOWY,SOLID PURE COPPER,70MM,24/6,17,0.017,91,images/p091_c1_2.png,high
190208,Decoration Series,65uu,,65MM,48/6,18.5,0.01,91,images/p091_c2_4.png,high
190209,Decoration Series,65uu,,75MM,48/6,21,0.008,91,images/p091_c2_4.png,high
190210,Decoration Series,65uu,,90MM,36/6,23,0.009,91,images/p091_c2_4.png,high
190301,Decoration Series,LOCK HEAD,,Φ1.2X120CM,48/12,14.5,0.039,91,images/p091_c2_5.png,high
190302,Decoration Series,Unlock,,p1.2X120CM,48/12,14.5,0.039,91,images/p091_c1_3.png,high
190303,Decoration Series,THE CYLINDER ANTI-WATER DESIGN MOREDURABLE,,p14X142X72MM,48/12,16.3,0.024,91,images/p091_c0_1.png,high
121406,Polishing Series,Expand Plugs,,6MM,,,0.038,92,images/p092_c2_2.png,high
121407,Polishing Series,100BOX/100PCS,,7MM,,8.6,0.038,92,images/p092_c2_2.png,high
121408,Polishing Series,100BOX/100PCS,,8MM,,9.2,0.038,92,images/p092_c2_2.png,high
121410,Polishing Series,100BOX/100PCS,,10MM,,6.3,0.038,92,images/p092_c2_2.png,high
121412,Polishing Series,100BOX/50PCS,,12MM,,7.3,0.038,92,images/p092_c2_2.png,high
150509,Polishing Series,WPEUP,,3.6*150MM,,8.9,0.033,92,images/p092_c0_0.png,high
150510,Polishing Series,100BAGS/100PCS,,3.6*200MM,,8.9,0.033,92,images/p092_c0_0.png,high
150511,Polishing Series,100BAGS/10000PCS,,3.6*250MM,,8.9,0.033,92,images/p092_c0_0.png,high
150517,Polishing Series,80BAGS/8000PCS,,4.8*300MM,,9.8,0.032,92,images/p092_c0_0.png,high
150518,Polishing Series,50BAGS/5000PCS,,4.8*350MM,,9.8,0.032,92,images/p092_c0_0.png,high
150519,Polishing Series,50BAGS/5000PCS,,4.8*40DMM,,10.5,0.033,92,images/p092_c0_0.png,high
150520,Polishing Series,40BAGS/4000PCS,,4.8*450MM,,9.8,0.032,92,images/p092_c0_0.png,high
150521,Polishing Series,40BAGS/4000PCS,,4.8*500MM,,10.4,0.038,92,images/p092_c0_0.png,high
150522,Polishing Series,30BAGS/3000PCS,,5.2*250MM,,9.8,0.032,92,images/p092_c0_0.png,high
150523,Polishing Series,125BAGS/6250PCS,,5.2*300MM,,9.8,0.032,92,images/p092_c0_0.png,high
150524,Polishing Series,100BAGS/5000PCS,,5.2*350MM,,9.8,0.032,92,images/p092_c0_0.png,high
150525,Polishing Series,100BAGS/5000PCS,,5.2*400MM,,9.8,0.032,92,images/p092_c0_0.png,high
150526,Polishing Series,90BAGS/4500PCS,,5.2*450MM,,9.8,0.032,92,images/p092_c0_0.png,high
150527,Polishing Series,50BAGS/2500PCS,,5.2*500MM,,9.8,0.032,92,images/p092_c0_0.png,high
150528,Polishing Series,60BAGS/3000PCS,,7.6*300MM,,9.8,0.032,92,images/p092_c0_0.png,high
150529,Polishing Series,60BAGS/3000PCS,,7.6*350MM,,9.8,0.032,92,images/p092_c0_0.png,high
150530,Polishing Series,50BAGS/3000PCS,,7.6*40MM,,9.8,0.032,92,images/p092_c0_0.png,high
150531,Polishing Series,40BAGS/2000PCS,,7.6*450MM,,9.8,0.032,92,images/p092_c0_0.png,high
150532,Polishing Series,40BAGS/2000PCS,,7.6*500MM,,9.8,0.032,92,images/p092_c0_0.png,high
150533,Polishing Series,30BAGS/1500PCS,,7.6*550MM,,9.8,0.032,92,images/p092_c0_0.png,high
150534,Polishing Series,30BAGS/1500PCS,,7.6*600MM,,9.8,0.032,92,images/p092_c0_0.png,high
150806,Polishing Series,1BOX=100PCS,,6MM,,22,0.051,92,images/p092_c2_3.png,high
150807,Polishing Series,300BOXS,,7MM,,24,0.051,92,images/p092_c2_3.png,high
150808,Polishing Series,300BOXS,,8MM,,20,0.051,92,images/p092_c2_3.png,high
150809,Polishing Series,200BOXS,,9MM,,23,0.051,92,images/p092_c2_3.png,high
150810,Polishing Series,200BOXS,,10MM,,24,0.051,92,images/p092_c2_3.png,high
150812,Polishing Series,200BOXS,,12MM,,17,0.043,92,images/p092_c2_3.png,high
120601,Glass Suction Cup Series,LIFT EDGE TO RELEASE SUCTION ALSO WORKS AS O GLASS HOLDER,,120MM[4-3/4′],30/1,11,0.04,93,images/p093_c0_0.png,high
120602,Glass Suction Cup Series,LIFT EDGE TO RELEASE SUCTION ALSO WORKS AS O GLASS HOLDER,,120MM[4-3/4'],20/1,13.2,0.089,93,images/p093_c1_2.png,high
120603,Glass Suction Cup Series,LIFT EDGE TO RELEASE SUCTION ALSO WORKS AS O GLASS HOLDER,,120MM[4-3/4'],10/1,13.5,0.08,93,images/p093_c2_4.png,high
120607,Glass Suction Cup Series,INDUSTRIAL,,8°/200MM,,12,0.051,93,images/p093_c1_3.png,high
120608,Glass Suction Cup Series,160KGS,,"8""/200MM",,12,0.051,93,images/p093_c0_1.png,high
120610,Glass Suction Cup Series,INDUSTRIAL,,650X65MM,,36,0.092,93,images/p093_c2_5.png,high
160101,Roller Brush Series,RollerBrush,,"7""/175MM",,14.5,0.074,94,images/p094_c0_0.png,high
160102,Roller Brush Series,RollerBrush,,"9""/225MM",60/1,17,0.075,94,images/p094_c0_0.png,high
160103,Roller Brush Series,Roller Brush,,"7""/175MM",,13.7,0.074,94,images/p094_c1_2.png,high
160104,Roller Brush Series,Roller Brush,,"9""/225MM",60/1,15.6,0.075,94,images/p094_c1_2.png,high
160106,Roller Brush Series,ROLLERBRUSHSERIES,,"10""/250MM",,24,0.057,94,images/p094_c2_4.png,high
160202,Roller Brush Series,10Pcs,,"4""/100MM",,,0.048,94,images/p094_c0_1.png,high
160203,Roller Brush Series,8Pcs,,9°225MM,8/1,,0.085,94,images/p094_c1_3.png,high
160205,Roller Brush Series,WISEUPM,,"4""/100MM",,,0.069,94,images/p094_c2_5.png,high
051501,Roller Brush Series,WITH 1BOTTLE CHALK 115G,,,48/12,14,0.08,96,images/p096_c1_3.png,high
090701,Roller Brush Series,SCUP,,3*70MM,96/12,10.4,0.05,96,images/p096_c2_5.png,high
160105,Roller Brush Series,MiniRollerBrush,,"4""/100MM",,16.3,0.064,96,images/p096_c1_2.png,high
160201,Roller Brush Series,10Pcs,,"4""/100MM",50/1,7.5,0.066,96,images/p096_c0_0.png,high
160301,Roller Brush Series,Paint Brash,,,600/12,20,0.05,96,images/p096_c2_4.png,high
160302,Roller Brush Series,Paint Brash,,,,18,0.06,96,images/p096_c2_4.png,high
160303,Roller Brush Series,Paint Brash,,,240/12,23,0.06,96,images/p096_c2_4.png,high
160304,Roller Brush Series,Paint Brash,,,120/12,18,0.06,96,images/p096_c2_4.png,high
160315,Roller Brush Series,Paint Brash,,"1.5""",,15,0.063,96,images/p096_c2_4.png,high
160325,Roller Brush Series,Paint Brash,,"2.5""",,15,0.06,96,images/p096_c2_4.png,high
160401,Roller Brush Series,30% Pig Hair,,,600/12,22,0.05,96,images/p096_c0_1.png,high
160402,Roller Brush Series,30% Pig Hair,,,360/12,20,0.06,96,images/p096_c0_1.png,high
160403,Roller Brush Series,30% Pig Hair,,"3""",,25,0.06,96,images/p096_c0_1.png,high
160404,Roller Brush Series,30% Pig Hair,,,120/12,20,0.06,96,images/p096_c0_1.png,high
160415,Roller Brush Series,30% Pig Hair,,,360/12,1.5,0.063,96,images/p096_c0_1.png,high
160425,Roller Brush Series,30% Pig Hair,,"2.5""",300/12,17,0.06,96,images/p096_c0_1.png,high
041401,Adhesive Tape Series,useup,,19MMX9.15M,,400,0.032,97,images/p097_c2_5.png,high
121001,Adhesive Tape Series,"INDUSTRIAL-GRADE QUALITY, ACCURATE SCALE, EASY TO USE",,1.5MMX50MMX10M,,24,0.043,97,images/p097_c0_0.png,high
121002,Adhesive Tape Series,"INDUSTRIAL-GRADE QUALITY, ACCURATE SCALE, EASY TO USE",,1.5MMX75MMX10M,,16,0.043,97,images/p097_c0_0.png,high
121004,Adhesive Tape Series,"SPRAY SHIELDING,AND OTHER PURPOSES",,24MM*15M,,288,0.068,97,images/p097_c1_2.png,high
121005,Adhesive Tape Series,"SPRAY SHIELDING,AND OTHER PURPOSES",,24MM*40M,,144,0.05,97,images/p097_c1_2.png,high
121006,Adhesive Tape Series,"SPRAY SHIELDING,AND OTHER PURPOSES",,48MM*15M,,144,0.068,97,images/p097_c1_2.png,high
121007,Adhesive Tape Series,"SPRAY SHIELDING,AND OTHER PURPOSES",,48MM*40M,,72,0.049,97,images/p097_c1_2.png,high
121008,Adhesive Tape Series,WISEUR,,48MMX9M,,72,0.035,97,images/p097_c2_4.png,high
121009,Adhesive Tape Series,"QUICK AND EASY JOINT, SUPER STRONG SELF ADHESIVE FIBERGLASS",,50MMX45M,,144,0.106,97,images/p097_c0_1.png,high
121010,Adhesive Tape Series,"QUICK AND EASY JOINT, SUPER STRONG SELF ADHESIVE FIBERGLASS",,50MMX90M,,72,0.09,97,images/p097_c0_1.png,high
121015,Adhesive Tape Series,UISEUP,,1.0mmx5cmx10m,,24,0.029,97,images/p097_c1_3.png,high
121016,Adhesive Tape Series,UISEUP,,1.0mmx7.5cmx10m,,16,0.029,97,images/p097_c1_3.png,high
121017,Adhesive Tape Series,UISEUP,,1.0mmx10cmx10m,,12,0.029,97,images/p097_c1_3.png,high
051301,File/Polishing Series,4pcs Wood Chisel,Cr-V,6/12/19/25MM,,21,0.05,98,images/p098_c0_1.png,high
051306,File/Polishing Series,Wood Chisel,Cr-V,6MM,,14.5,0.056,98,images/p098_c0_0.png,high
051312,File/Polishing Series,Wood Chisel,Cr-V,12MM,,16,0.056,98,images/p098_c0_0.png,high
051314,File/Polishing Series,Wood Chisel,Cr-V,14MM,72/12,18,0.056,98,images/p098_c0_0.png,high
051316,File/Polishing Series,Wood Chisel,Cr-V,16MM,,18,0.056,98,images/p098_c0_0.png,high
051319,File/Polishing Series,Wood Chisel,Cr-V,19MM,,18.5,0.056,98,images/p098_c0_0.png,high
051325,File/Polishing Series,Wood Chisel,Cr-V,25MM,,20.5,0.056,98,images/p098_c0_0.png,high
051332,File/Polishing Series,Wood Chisel,Cr-V,32MM,72/12,22.7,0.056,98,images/p098_c0_0.png,high
051338,File/Polishing Series,Wood Chisel,Cr-V,38MM,72/12,25,0.056,98,images/p098_c0_0.png,high
100401,File/Polishing Series,Wood File,,"HALF ROUND/8""",96/12,23,0.066,98,images/p098_c1_2.png,high
100402,File/Polishing Series,Wood File,,"FIAT/8""",96/12,22,0.066,98,images/p098_c1_2.png,high
100403,File/Polishing Series,Wood File,,"ROUND /8""",96/12,17,0.066,98,images/p098_c1_2.png,high
100404,File/Polishing Series,,Steel File,"HALF ROUND/8""",96/12,22,0.066,98,images/p098_c2_4.png,low
100405,File/Polishing Series,,Steel File,"FIAT/8""",,22.2,0.066,98,images/p098_c2_4.png,low
100406,File/Polishing Series,,Steel File,"ROUND /8""",96/12,15.8,0.066,98,images/p098_c2_4.png,low
100407,File/Polishing Series,,3pcs Steel File,8°/200MM,,40,0.06,98,images/p098_c2_5.png,low
100408,File/Polishing Series,3pcs Wood File,,8°/200MM,,40,0.06,98,images/p098_c1_3.png,high
051103,File/Polishing Series,Stone Chisel,Steel,,,15.3,0.0277,99,images/p099_c2_4.png,high
051104,File/Polishing Series,Stone Chisel,Steel,,,15.8,0.027,99,images/p099_c2_4.png,high
051105,File/Polishing Series,Stone Chisel,Steel,,24/6,17.8,0.027,99,images/p099_c2_4.png,high
051106,File/Polishing Series,Stone Chisel,Steel,,24/6,18.2,0.027,99,images/p099_c2_4.png,high
051109,File/Polishing Series,AND IS NOT EASILY DEFORMED AFTER LONG-TERM USE,,"-8""/200MM",,18.7,0.028,99,images/p099_c0_1.png,high
051110,File/Polishing Series,AND IS NOT EASILY DEFORMED AFTER LONG-TERM USE,,"-12""/300MM",48/12,27,0.027,99,images/p099_c0_1.png,high
051120,File/Polishing Series,3pcs Cold Chisel Set,Cr-V,,,14.5,0.021,99,images/p099_c1_3.png,high
051121,File/Polishing Series,6pcs Cold Chisel Set,Cr-V,,40/10,17,0.02,99,images/p099_c2_5.png,high
100409,File/Polishing Series,INDUSTRIAL,,"8""/200MM",,11,0.066,99,images/p099_c0_0.png,high
100413,File/Polishing Series,6pcs NeedleFileSets,,3'X160MM,,10,0.042,99,images/p099_c1_2.png,high
051122,Decorative Accessories Series,Gpcs Punch&chisel Set,Cr-V,,40/10,20.2,0.02,100,images/p100_c0_0.png,high
051123,Decorative Accessories Series,12pcs Cold Chisel Set,Cr-V,,20/5,20,0.0375,100,images/p100_c1_2.png,high
102801,Decorative Accessories Series,M10 M12 M3-12,,,,60,0.0336,100,images/p100_c1_3.png,high
102802,Decorative Accessories Series,M10 M12 M3-12,,,,60,0.0338,100,images/p100_c2_5.png,high
102810,Decorative Accessories Series,INDUSTRIAL,,,,100,0.053,100,images/p100_c0_1.png,high
102811,Decorative Accessories Series,INDUSTRIAL,,,,100,0.053,100,images/p100_c2_4.png,high
061902,Decorative Accessories Series,INDUSTRIAL,,2#12-16MM,20/10,18,0.016,101,images/p101_c0_0.png,high
062505,Decorative Accessories Series,40C8-4,,3-18MM,100/10,18,0.037,101,images/p101_c1_2.png,high
